epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,1392.46,1.06861,0.9129,1.47977,0.92249,0.51457,0.6446,0.49897,0.89292,0.6116,1.32548,0.000765635,0.000765635,0.000765635
159,1401.28,1.08027,0.91666,1.49363,0.63117,0.77129,0.65584,0.50159,0.91374,0.61477,1.34668,0.000763435,0.000763435,0.000763435
160,1409.86,1.06839,0.90673,1.48874,0.71136,0.77115,0.80315,0.64496,0.89225,0.60619,1.32024,0.000761235,0.000761235,0.000761235
161,1418.44,1.05368,0.90925,1.4732,0.77498,0.77137,0.78258,0.62605,0.89573,0.62006,1.32676,0.000759035,0.000759035,0.000759035
162,1427.08,1.02911,0.846,1.44809,0.62632,0.64178,0.83847,0.65447,0.87327,0.58291,1.31488,0.000756835,0.000756835,0.000756835
163,1435.68,1.0558,0.86676,1.47794,0.63251,0.82324,0.82764,0.66778,0.89778,0.59733,1.32882,0.000754636,0.000754636,0.000754636
164,1444.23,1.03279,0.89007,1.46097,0.76652,0.81911,0.8299,0.66941,0.88728,0.58278,1.3291,0.000752436,0.000752436,0.000752436
165,1452.87,1.06891,0.86683,1.47477,0.6442,0.86787,0.82533,0.68465,0.8702,0.58439,1.31124,0.000750236,0.000750236,0.000750236
166,1461.93,1.03541,0.88268,1.45052,0.56655,0.82829,0.82447,0.66109,0.88045,0.58101,1.32178,0.000748036,0.000748036,0.000748036
167,1470.81,1.05931,0.8673,1.47508,0.50487,0.88539,0.83562,0.67601,0.87195,0.5724,1.30509,0.000745837,0.000745837,0.000745837
168,1479.57,1.05848,0.86916,1.45642,0.56599,0.79358,0.83736,0.66943,0.87541,0.59676,1.31327,0.000743637,0.000743637,0.000743637
169,1488.3,1.04488,0.8537,1.45514,0.63248,0.83345,0.83381,0.6839,0.85882,0.59183,1.2955,0.000741437,0.000741437,0.000741437
170,1497.07,1.02336,0.87278,1.45292,0.84114,0.77218,0.78484,0.63412,0.86128,0.58386,1.30816,0.000739237,0.000739237,0.000739237
171,1505.88,1.0473,0.87104,1.46225,0.70999,0.85241,0.83101,0.68874,0.8752,0.58684,1.32661,0.000737037,0.000737037,0.000737037
172,1514.76,1.04198,0.86034,1.45673,0.64711,0.81825,0.84636,0.69338,0.84789,0.56559,1.28237,0.000734838,0.000734838,0.000734838
173,1523.62,1.03593,0.83721,1.4483,0.85457,0.75733,0.83336,0.67942,0.84974,0.57418,1.29205,0.000732638,0.000732638,0.000732638
174,1532.32,1.04201,0.8311,1.44784,0.81334,0.76908,0.85407,0.69759,0.83383,0.55149,1.27697,0.000730438,0.000730438,0.000730438
175,1541.01,1.06724,0.83879,1.45184,0.90997,0.74279,0.80245,0.65524,0.8489,0.55697,1.2795,0.000728238,0.000728238,0.000728238
176,1549.61,1.04019,0.83872,1.43974,0.8076,0.74847,0.8166,0.66682,0.83674,0.56038,1.27699,0.000726038,0.000726038,0.000726038
177,1558.22,1.04148,0.86869,1.44395,0.79,0.77896,0.77918,0.62921,0.86501,0.58615,1.29307,0.000723839,0.000723839,0.000723839
178,1566.82,1.03216,0.83731,1.44384,0.89156,0.75766,0.8217,0.67706,0.84256,0.56122,1.2841,0.000721639,0.000721639,0.000721639
179,1575.81,1.05033,0.84411,1.44965,0.64284,0.87834,0.84327,0.68246,0.84578,0.55547,1.28099,0.000719439,0.000719439,0.000719439
