Source_File,Class_ID,Class_Name,Confidence,Normalized_X_Center,Normalized_Y_Center,Normalized_Width,Normalized_Height
603.png,3,Residential,0.3387,0.5016,0.93623,0.411552,0.127112
603.png,3,Residential,0.1516,0.579382,0.93686,0.501956,0.126281
603.png,3,Residential,0.1127,0.621422,0.920335,0.656436,0.158265
621.png,3,Residential,0.719,0.116326,0.79106,0.231383,0.395394
621.png,3,Residential,0.7006,0.631795,0.856046,0.39901,0.278625
621.png,3,Residential,0.5508,0.954434,0.87045,0.090723,0.251049
621.png,3,Residential,0.2637,0.288919,0.132032,0.451808,0.264065
621.png,3,Residential,0.1106,0.956821,0.797137,0.086357,0.369876
647.png,3,Residential,0.8382,0.883059,0.548311,0.215431,0.386896
647.png,3,Residential,0.8048,0.400187,0.498484,0.334772,0.460513
673.png,3,Residential,0.9242,0.505917,0.486039,0.433564,0.436589
673.png,3,Residential,0.885,0.591292,0.911884,0.3753,0.176233
673.png,3,Residential,0.8383,0.496992,0.087805,0.43143,0.172626
69.png,3,Residential,0.8562,0.482879,0.304333,0.374617,0.608667
69.png,3,Residential,0.7107,0.488253,0.927061,0.378721,0.145878
705.png,3,Residential,0.853,0.468395,0.486636,0.369507,0.319582
705.png,3,Residential,0.8447,0.88546,0.535089,0.226504,0.357402
705.png,3,Residential,0.1362,0.061613,0.607864,0.123227,0.521777
71.png,3,Residential,0.9183,0.457718,0.500828,0.54225,0.463601
71.png,3,Residential,0.8628,0.899959,0.506197,0.196136,0.452456
71.png,3,Residential,0.8284,0.640185,0.949161,0.589735,0.101677
71.png,3,Residential,0.7986,0.073977,0.564482,0.146771,0.419522
71.png,3,Residential,0.6305,0.172316,0.955878,0.344632,0.088244
734.png,3,Residential,0.9146,0.446075,0.488639,0.460377,0.478065
734.png,3,Residential,0.3341,0.426712,0.920528,0.451581,0.15751
734.png,3,Residential,0.2625,0.50918,0.936007,0.289068,0.127264
76.png,3,Residential,0.8315,0.464631,0.467054,0.389567,0.252818
76.png,3,Residential,0.4853,0.897475,0.310912,0.205049,0.615506
76.png,3,Residential,0.1083,0.038342,0.891012,0.076306,0.200932
801.png,2,Commercial,0.5536,0.089711,0.265412,0.179423,0.48007
801.png,2,Commercial,0.2163,0.419549,0.46761,0.500506,0.676157
801.png,0,Apartment,0.1971,0.447502,0.473331,0.443665,0.667675
801.png,1,Church,0.1924,0.450361,0.487635,0.411406,0.656079
845.png,3,Residential,0.5918,0.706913,0.329574,0.570961,0.659148
845.png,3,Residential,0.3191,0.58867,0.966383,0.506965,0.067234
845.png,2,Commercial,0.2021,0.713141,0.3229,0.564165,0.6458
855.png,3,Residential,0.9326,0.485124,0.479939,0.388436,0.491815
855.png,3,Residential,0.8412,0.431233,0.904296,0.323516,0.191409
855.png,3,Residential,0.6188,0.443089,0.080827,0.391243,0.160936
855.png,3,Residential,0.6072,0.064507,0.096582,0.129013,0.192539
915.png,3,Residential,0.9033,0.484538,0.45996,0.487278,0.5176
915.png,3,Residential,0.4966,0.347512,0.061134,0.272828,0.121815
915.png,3,Residential,0.4378,0.89699,0.95896,0.205664,0.081498
915.png,3,Residential,0.4084,0.661223,0.196022,0.194245,0.138106
936.png,3,Residential,0.6623,0.470108,0.499946,0.33711,0.397564
936.png,3,Residential,0.4034,0.490028,0.938417,0.449868,0.122959
936.png,3,Residential,0.2859,0.932536,0.735546,0.1348,0.490153
936.png,3,Residential,0.1166,0.942184,0.677892,0.115633,0.421887
947.png,0,Apartment,0.8781,0.451384,0.354449,0.390833,0.708897
947.png,3,Residential,0.6973,0.83927,0.946764,0.312005,0.106473
947.png,0,Apartment,0.5142,0.816739,0.334918,0.353763,0.669835
947.png,0,Apartment,0.1617,0.081779,0.309169,0.159001,0.593476
951.png,3,Residential,0.8875,0.474834,0.082767,0.502913,0.165534
951.png,3,Residential,0.8825,0.520652,0.88458,0.289779,0.230839
951.png,3,Residential,0.8733,0.508516,0.498761,0.377308,0.469254
963.png,3,Residential,0.869,0.500926,0.893674,0.321412,0.212652
963.png,3,Residential,0.4097,0.716424,0.07912,0.250499,0.158241
963.png,3,Residential,0.3764,0.482165,0.518267,0.385899,0.37959
978.png,3,Residential,0.8896,0.496813,0.524378,0.48606,0.312324
978.png,3,Residential,0.8451,0.085644,0.519944,0.171287,0.298952
978.png,3,Residential,0.8386,0.907038,0.511383,0.185925,0.320032
981.png,3,Residential,0.8645,0.481328,0.49545,0.355308,0.473776
981.png,2,Commercial,0.3156,0.488096,0.494892,0.341739,0.472824
