epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,187.194,1.26051,1.07938,1.69258,0.76558,0.59977,0.68056,0.49058,1.10782,0.83615,1.70289,0.000462065,0.000462065,0.000462065
120,188.715,1.2746,1.12823,1.69976,0.7209,0.61436,0.82262,0.62912,1.06477,0.78645,1.65424,0.000456565,0.000456565,0.000456565
121,190.196,1.26479,1.08396,1.68811,0.70627,0.59367,0.8139,0.62121,1.09249,0.8034,1.66728,0.000451066,0.000451066,0.000451066
122,191.724,1.26946,1.07549,1.68911,0.7407,0.61159,0.72005,0.5419,1.07958,0.82497,1.67817,0.000445567,0.000445567,0.000445567
123,193.19,1.27427,1.08256,1.6873,0.87693,0.52291,0.78201,0.60553,1.0579,0.77968,1.64262,0.000440067,0.000440067,0.000440067
124,194.679,1.24158,1.09646,1.65871,0.72951,0.60548,0.7937,0.59288,1.06314,0.8025,1.62447,0.000434568,0.000434568,0.000434568
125,196.201,1.25373,1.15259,1.6809,0.74123,0.60838,0.79678,0.61927,1.04618,0.76658,1.62728,0.000429068,0.000429068,0.000429068
126,197.737,1.22338,1.09121,1.66845,0.75281,0.58949,0.79124,0.61536,1.05944,0.77021,1.66229,0.000423569,0.000423569,0.000423569
127,199.342,1.23347,1.11608,1.69856,0.84307,0.58114,0.83162,0.6504,1.05443,0.75636,1.62716,0.000418069,0.000418069,0.000418069
128,200.869,1.22409,1.07025,1.66753,0.82705,0.56471,0.73762,0.56471,1.05539,0.78191,1.63329,0.00041257,0.00041257,0.00041257
129,202.367,1.23464,1.08897,1.66934,0.76067,0.61752,0.75453,0.5619,1.04741,0.77673,1.63373,0.00040707,0.00040707,0.00040707
130,203.829,1.24696,1.09558,1.69314,0.72942,0.63769,0.70184,0.52318,1.05592,0.7896,1.63438,0.000401571,0.000401571,0.000401571
131,205.325,1.22448,1.08824,1.66231,0.74336,0.59675,0.80058,0.61766,1.03418,0.75453,1.62722,0.000396071,0.000396071,0.000396071
132,206.831,1.23731,1.033,1.66763,0.76691,0.62964,0.8087,0.63869,0.99631,0.70042,1.5768,0.000390572,0.000390572,0.000390572
133,208.329,1.19685,1.04556,1.66392,0.72473,0.63139,0.845,0.65321,1.03418,0.724,1.60887,0.000385073,0.000385073,0.000385073
134,209.852,1.1877,1.04477,1.65579,0.73831,0.64066,0.75132,0.5629,1.04666,0.75237,1.62516,0.000379573,0.000379573,0.000379573
135,211.474,1.22272,1.0567,1.67346,0.73556,0.60096,0.82447,0.62677,1.06802,0.79326,1.64882,0.000374074,0.000374074,0.000374074
136,212.957,1.21541,1.036,1.64977,0.74124,0.62653,0.81822,0.64972,1.01168,0.73595,1.56375,0.000368574,0.000368574,0.000368574
137,214.473,1.23792,1.02603,1.65775,0.78204,0.61747,0.82045,0.65345,1.00121,0.72863,1.57953,0.000363075,0.000363075,0.000363075
138,215.997,1.19609,1.01418,1.64099,0.63308,0.90951,0.86669,0.68631,0.99855,0.7381,1.56585,0.000357575,0.000357575,0.000357575
139,217.556,1.19743,1.04623,1.65445,0.56914,0.9044,0.82948,0.65889,1.00472,0.72768,1.57562,0.000352076,0.000352076,0.000352076
